Accession	E-Value	Residue Range	Property	Architecture	X-group	T-group	Desc	Code	Tool	Community	Community Size	Community Rep	Seq length (aa)	Taxonomy	Taxonomy detail
UniRef100_A0A8B5WW76	6.22e-16	126-173,261-371,622-689	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	720	Proteobacteria	Proteobacteria
UniRef100_A0A8B5WW76	1.9e-27	203-297	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	720	Proteobacteria	Proteobacteria
UniRef100_A0A8B5WW76	1.9e-39	386-399,519-634	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	720	Proteobacteria	Proteobacteria
UniRef100_A0A8B5WW76	1.6000000000000001e-27	400-518	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	720	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FTB8	1.24e-21	154-212,301-412,656-720	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	747	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FTB8	3.1999999999999998e-24	243-337	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	747	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FTB8	8.6e-35	426-440,560-675	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	747	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FTB8	5.400000000000001e-26	450-560	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	747	Proteobacteria	Proteobacteria
UniRef100_A0A1G6EW57	7.5e-17	118-185,274-384	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	741	Proteobacteria	Proteobacteria
UniRef100_A0A1G6EW57	1.5e-25	218-310	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	741	Proteobacteria	Proteobacteria
UniRef100_A0A1G6EW57	1.5e-39	399-412,532-648	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	741	Proteobacteria	Proteobacteria
UniRef100_A0A1G6EW57	9.4e-24	417-530	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	741	Proteobacteria	Proteobacteria
UniRef100_A0A7C6L0R9	1.3e-11	126-182,271-391	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	731	Bacillota	Bacillota
UniRef100_A0A7C6L0R9	2.3e-17	217-306	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	731	Bacillota	Bacillota
UniRef100_A0A7C6L0R9	1.1999999999999999e-28	394-408,526-643	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	731	Bacillota	Bacillota
UniRef100_A0A7C6L0R9	2.5e-24	407-524	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	731	Bacillota	Bacillota
UniRef100_A0A847NQW1	8.2e-17	119-191,280-392	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	723	Proteobacteria	Proteobacteria
UniRef100_A0A847NQW1	4.2999999999999996e-24	223-316	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	723	Proteobacteria	Proteobacteria
UniRef100_A0A847NQW1	5.1e-33	405-419,533-647	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	723	Proteobacteria	Proteobacteria
UniRef100_A0A847NQW1	8.8e-21	426-532	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	723	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N993	3.8299999999999997e-23	147-209,298-419,653-716	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	750	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N993	1.8e-24	240-334	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	750	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N993	5.6e-34	426-437,557-672	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	750	Proteobacteria	Proteobacteria
UniRef100_A0A2G6N993	9.5e-29	448-557	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	750	Proteobacteria	Proteobacteria
UniRef100_A0A1J0AFY4	5.7e-20	209-303	NA	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	724	Cyanobacteria	Cyanobacteria
UniRef100_A0A1J0AFY4	6e-35	391-406,525-643	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	724	Cyanobacteria	Cyanobacteria
UniRef100_A0A1J0AFY4	6.3e-22	405-524	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	724	Cyanobacteria	Cyanobacteria
UniRef100_A0A1Z4NNL1	3.2e-26	259-350	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	754	Cyanobacteria	Cyanobacteria
UniRef100_A0A1Z4NNL1	8.2e-41	437-452,567-687	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	754	Cyanobacteria	Cyanobacteria
UniRef100_A0A1Z4NNL1	2.2999999999999997e-24	451-564	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	754	Cyanobacteria	Cyanobacteria
UniRef100_A0A239D6V2	6.5e-19	222-310	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	740	Proteobacteria	Proteobacteria
UniRef100_A0A239D6V2	5.0000000000000004e-29	398-412,535-659	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	740	Proteobacteria	Proteobacteria
UniRef100_A0A239D6V2	1e-24	411-534	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	740	Proteobacteria	Proteobacteria
UniRef100_D9SLF9	3.96e-24	154-204,294-405,663-722	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	741	Bacillota	Bacillota
UniRef100_D9SLF9	7.5e-28	236-330	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	741	Bacillota	Bacillota
UniRef100_D9SLF9	9.800000000000001e-36	418-432,551-668	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	741	Bacillota	Bacillota
UniRef100_D9SLF9	2.2999999999999998e-23	431-550	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	741	Bacillota	Bacillota
UniRef100_A0A2G2DRT0	1.9e-17	142-199,285-399	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G2DRT0	1.8000000000000003e-27	233-324	NA	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G2DRT0	2.7e-31	411-426,544-665	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A2G2DRT0	4.7e-17	433-512	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	742	Proteobacteria	Proteobacteria
UniRef100_A0A401G2Q9	9.66e-26	151-202,291-400,644-712	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	761	Proteobacteria	Proteobacteria
UniRef100_A0A401G2Q9	4.2e-24	234-327	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	761	Proteobacteria	Proteobacteria
UniRef100_A0A401G2Q9	1.8e-39	416-430,548-662	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	761	Proteobacteria	Proteobacteria
UniRef100_A0A401G2Q9	2.5e-26	431-548	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	761	Proteobacteria	Proteobacteria
UniRef100_A0A1H2WWA2	6.5e-11	148-200,289-402	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	746	Proteobacteria	Proteobacteria
UniRef100_A0A1H2WWA2	9.2e-25	230-325	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	746	Proteobacteria	Proteobacteria
UniRef100_A0A1H2WWA2	1.3e-41	413-427,549-665	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	746	Proteobacteria	Proteobacteria
UniRef100_A0A1H2WWA2	1.3e-25	429-548	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	746	Proteobacteria	Proteobacteria
UniRef100_A0A355F9I3	2e-23	221-312	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	720	Other	Acidobacteria
UniRef100_A0A355F9I3	2e-32	400-414,533-645	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	720	Other	Acidobacteria
UniRef100_A0A355F9I3	2.8e-28	415-531	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	720	Other	Acidobacteria
UniRef100_A0A4P8L7H6	5.97e-26	153-209,298-421,653-726	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	747	Proteobacteria	Proteobacteria
UniRef100_A0A4P8L7H6	1.8e-24	241-334	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	747	Proteobacteria	Proteobacteria
UniRef100_A0A4P8L7H6	4.1e-35	423-437,556-672	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	747	Proteobacteria	Proteobacteria
UniRef100_A0A4P8L7H6	2.4e-26	438-556	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	747	Proteobacteria	Proteobacteria
UniRef100_A0A846EBE6	1.2e-24	260-349	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	752	Cyanobacteria	Cyanobacteria
UniRef100_A0A846EBE6	1.9e-38	438-452,568-687	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	752	Cyanobacteria	Cyanobacteria
UniRef100_A0A846EBE6	7.5e-24	454-565	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	752	Cyanobacteria	Cyanobacteria
UniRef100_A0A2G6NMQ3	7e-22	204-292	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	715	Proteobacteria	Proteobacteria
UniRef100_A0A2G6NMQ3	1.2000000000000002e-37	382-396,515-630	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	715	Proteobacteria	Proteobacteria
UniRef100_A0A2G6NMQ3	9.800000000000001e-29	395-514	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	715	Proteobacteria	Proteobacteria
UniRef100_A0A166U2B8	1.2e-25	250-343	NA	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	755	NA	NA
UniRef100_A0A166U2B8	9.4e-40	431-445,564-683	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	755	NA	NA
UniRef100_A0A166U2B8	1.2999999999999998e-23	444-561	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	755	NA	NA
UniRef100_B4W4L9	1.2e-26	253-346	NA	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	758	Cyanobacteria	Cyanobacteria
UniRef100_B4W4L9	6.8e-39	434-448,567-686	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	758	Cyanobacteria	Cyanobacteria
UniRef100_B4W4L9	2.2999999999999997e-24	456-564	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	758	Cyanobacteria	Cyanobacteria
UniRef100_A0A2G6FHY7	1.9e-26	145-195,284-395,642-716	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	9.3e-23	227-320	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	2.4e-34	409-423,545-661	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A2G6FHY7	8.5e-26	438-543	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	751	Proteobacteria	Proteobacteria
UniRef100_A0A3S0ZEI1	4.9e-28	253-345	NA	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	751	Cyanobacteria	Cyanobacteria
UniRef100_A0A3S0ZEI1	1.4e-40	434-448,562-681	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	751	Cyanobacteria	Cyanobacteria
UniRef100_A0A3S0ZEI1	4.3e-22	447-559	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	751	Cyanobacteria	Cyanobacteria
UniRef100_A0A139WVJ3	1.4000000000000002e-27	256-348	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	762	Cyanobacteria	Cyanobacteria
UniRef100_A0A139WVJ3	1.1e-41	435-450,565-685	NC	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	762	Cyanobacteria	Cyanobacteria
UniRef100_A0A139WVJ3	6e-27	449-562	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	762	Cyanobacteria	Cyanobacteria
UniRef100_A0A840G2Z9	8.99e-21	152-207,296-404,657-725	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	733	Proteobacteria	Proteobacteria
UniRef100_A0A840G2Z9	3.9e-25	239-332	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	733	Proteobacteria	Proteobacteria
UniRef100_A0A840G2Z9	1.0999999999999999e-38	421-434,554-670	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	733	Proteobacteria	Proteobacteria
UniRef100_A0A840G2Z9	1.1999999999999998e-23	435-553	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	733	Proteobacteria	Proteobacteria
UniRef100_A0A5Q4VE27	6.83e-28	133-189,278-386,632-706	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	727	Proteobacteria	Proteobacteria
UniRef100_A0A5Q4VE27	3e-22	221-314	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	727	Proteobacteria	Proteobacteria
UniRef100_A0A5Q4VE27	6.1e-38	403-417,535-651	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	727	Proteobacteria	Proteobacteria
UniRef100_A0A5Q4VE27	9.800000000000001e-26	418-533	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	727	Proteobacteria	Proteobacteria
UniRef100_A0A7M3MDX6	4.77e-23	151-202,291-403,639-718	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	731	Proteobacteria	Proteobacteria
UniRef100_A0A7M3MDX6	7.800000000000001e-26	234-327	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	731	Proteobacteria	Proteobacteria
UniRef100_A0A7M3MDX6	1.9000000000000002e-36	415-430,548-661	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	731	Proteobacteria	Proteobacteria
UniRef100_A0A7M3MDX6	5.800000000000001e-26	431-548	IS	a+b complex topology	Metal cation-transporting ATPase, ATP-binding domain	Metal cation-transporting ATPase, ATP-binding domain	P-type_ATPase_Cu-like	267.1.1.5	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	731	Proteobacteria	Proteobacteria
UniRef100_A0A075KEJ9	1.3700000000000001e-36	138-190,280-389,631-707	NC	alpha bundles	Calcium ATPase transmembrane domain-related	Copper efflux ATPase transmembrane domain	E1-E2_ATPase_C	5073.1.2.3	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	745	Bacillota	Bacillota
UniRef100_A0A075KEJ9	6.5e-27	225-315	IS	beta sandwiches	jelly-roll	Calcium ATPase, transduction domain A	E1-E2_ATPase_N	10.13.1.2	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	745	Bacillota	Bacillota
UniRef100_A0A075KEJ9	1.7e-36	402-417,536-654	NC IS	a/b three-layered sandwiches	HAD domain-like	HAD-like	Hydrolase_3_1	2006.1.1.42	DomainMapper	C366	114	UniRef100_A0A3P1Y6T0	745	Bacillota	Bacillota
