Community	Community Rep	Rep degree	Community Size	subgraph	Rep Degree	mean_seq_len	longest_seqs	longest_len	shortest_seqs	shortest_len	prefix	_commu	community_track	IPRS	IPRS_Functions	DomainMapper_Ecod	DomainMapper_Functions
C610	UniRef100_A0A562GRU7	0	1	Subgraph_378	0	681.0	UniRef100_A0A562GRU7	681	UniRef100_A0A562GRU7	681	us	610	us_C610	IPR023298;IPR001757;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, transmembrane domain superfamily;P-type ATPase;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;Hydrolase_3_1;P-type_ATPase_Cu-like
C611	UniRef100_A0A2C5GRE1	0	1	Subgraph_379	0	105.0	UniRef100_A0A2C5GRE1	105	UniRef100_A0A2C5GRE1	105	us	611	us_C611	NA	NA	NA	NA
C612	UniRef100_I9LJB1	2	3	Subgraph_103	2	501.6666666666667	UniRef100_A0A1I4MHL7	519	UniRef100_A0A1W2DQT4	482	sc	612	sc_C612	IPR023214;IPR036412	HAD superfamily;HAD-like superfamily	5073.1.2.3;2006.1.1.42	E1-E2_ATPase_C;Hydrolase_3_1
C613	UniRef100_A0A351V2S1	0	1	Subgraph_380	0	235.0	UniRef100_A0A351V2S1	235	UniRef100_A0A351V2S1	235	us	613	us_C613	IPR004014;IPR023298	Cation-transporting P-type ATPase, N-terminal;P-type ATPase, transmembrane domain superfamily	5073.1.1.14	Cation_ATPase_C
C614	UniRef100_A0A1H6UE47	0	1	Subgraph_381	0	791.0	UniRef100_A0A1H6UE47	791	UniRef100_A0A1H6UE47	791	us	614	us_C614	IPR001757;IPR008250;IPR023214;IPR036412;IPR023299	P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1
C615	UniRef100_A0A412NZK5	0	1	Subgraph_382	0	433.0	UniRef100_A0A412NZK5	433	UniRef100_A0A412NZK5	433	us	615	us_C615	IPR023299;IPR001757;IPR036412;IPR023214	P-type ATPase, cytoplasmic domain N;P-type ATPase;HAD-like superfamily;HAD superfamily	267.1.1.5;2006.1.1.42	P-type_ATPase_Cu-like;Hydrolase_3_1
C616	UniRef100_A0A317QMS6	0	1	Subgraph_383	0	1218.0	UniRef100_A0A317QMS6	1218	UniRef100_A0A317QMS6	1218	us	616	us_C616	IPR023214;IPR023299;IPR023298;IPR001757;IPR008250	HAD superfamily;P-type ATPase, cytoplasmic domain N;P-type ATPase, transmembrane domain superfamily;P-type ATPase;P-type ATPase, A domain superfamily	10.13.1.2;NA	E1-E2_ATPase_N;Cation_ATPase_C_1
C618	UniRef100_A0A368VV76	0	1	Subgraph_384	0	631.0	UniRef100_A0A368VV76	631	UniRef100_A0A368VV76	631	us	618	us_C618	NA	NA	NA	NA
C619	UniRef100_Q3AI42	0	1	Subgraph_385	0	702.0	UniRef100_Q3AI42	702	UniRef100_Q3AI42	702	us	619	us_C619	NA	NA	NA	NA
C621	UniRef100_A0A4S2ULV4	1	2	Subgraph_157	1	155.0	UniRef100_A0A4S2ULV4	167	UniRef100_H1QEX5	143	usc	621	usc_C621	NA	NA	NA	NA
C623	UniRef100_A0A1Z4TPU0	4	5	Subgraph_55	4	364.8	UniRef100_B7KGC3	400	UniRef100_A0A1Z4TPU0;UniRef100_A0A3S0XPS1;UniRef100_A0A2K8T9L1	353	sc	623	sc_C623	NA	NA	NA	NA
C141	UniRef100_A0A1J1CTN7	20	46	Subgraph_4	20	179.15217391304347	UniRef100_E0E4T8	198	UniRef100_A0A4Q2KVH5;UniRef100_A0A133NET9	160	ubc	141	ubc_C141	NA	NA	NA	NA
C624	UniRef100_A0A534ZGX2	0	1	Subgraph_386	0	183.0	UniRef100_A0A534ZGX2	183	UniRef100_A0A534ZGX2	183	us	624	us_C624	NA	NA	NA	NA
C625	UniRef100_A0A351KRH4	0	1	Subgraph_387	0	707.0	UniRef100_A0A351KRH4	707	UniRef100_A0A351KRH4	707	us	625	us_C625	IPR008250	P-type ATPase, A domain superfamily	10.13.1.2	E1-E2_ATPase_N
C630	UniRef100_A0A5Q2N3D9	2	3	Subgraph_109	2	163.0	UniRef100_A0A6I0ESH3	174	UniRef100_A0A845L5L9	154	usc	630	usc_C630	NA	NA	NA	NA
C631	UniRef100_A0A6J4QT01	0	1	Subgraph_388	0	1097.0	UniRef100_A0A6J4QT01	1097	UniRef100_A0A6J4QT01	1097	us	631	us_C631	IPR023298	P-type ATPase, transmembrane domain superfamily		
C656	UniRef100_A0A4P7ZPZ1	3	5	Subgraph_58	3	707.6	UniRef100_A0A4P6L982	720	UniRef100_A0A4P7ZPZ1	686	sc	656	sc_C656	IPR023214	HAD superfamily	2006.1.1.42	Hydrolase_3_1
C632	UniRef100_A0A7Y8MLG7	0	1	Subgraph_389	0	210.0	UniRef100_A0A7Y8MLG7	210	UniRef100_A0A7Y8MLG7	210	us	632	us_C632	NA	NA	NA	NA
C633	UniRef100_I4EMY9	0	1	Subgraph_390	0	139.0	UniRef100_I4EMY9	139	UniRef100_I4EMY9	139	us	633	us_C633			304.3.1.7	HMA
C639	UniRef100_A0A7G1NVP6	0	1	Subgraph_391	0	814.0	UniRef100_A0A7G1NVP6	814	UniRef100_A0A7G1NVP6	814	us	639	us_C639	IPR036640;IPR039421;IPR011527;IPR027417;IPR003439;IPR003593	ABC transporter type 1, transmembrane domain superfamily;Type 1 protein exporter;ABC transporter type 1, transmembrane domain;P-loop containing nucleoside triphosphate hydrolase;ABC transporter-like, ATP-binding domain;AAA+ ATPase domain	1075.4.1.1;2004.1.1.1405	ABC_membrane;ABC_tran_1
C643	UniRef100_A0A856MGD8	5	6	Subgraph_46	5	384.5	UniRef100_A0A433NH73	405	UniRef100_A0A0C1NBA0	362	s	643	s_C643	IPR036938;IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase superfamily;Phosphatidic acid phosphatase type 2/haloperoxidase	180.1.1.1	PAP2
C644	UniRef100_A0A158KS12	0	1	Subgraph_392	0	86.0	UniRef100_A0A158KS12	86	UniRef100_A0A158KS12	86	us	644	us_C644	NA	NA	NA	NA
C645	UniRef100_A0A348RX01	0	1	Subgraph_393	0	307.0	UniRef100_A0A348RX01	307	UniRef100_A0A348RX01	307	us	645	us_C645	NA	NA	NA	NA
C647	UniRef100_A0A2V6VXD3	0	1	Subgraph_394	0	545.0	UniRef100_A0A2V6VXD3	545	UniRef100_A0A2V6VXD3	545	us	647	us_C647	IPR008250;IPR001757;IPR023214;IPR023299	P-type ATPase, A domain superfamily;P-type ATPase;HAD superfamily;P-type ATPase, cytoplasmic domain N	10.13.1.2;267.1.1.5	E1-E2_ATPase_N;P-type_ATPase_Cu-like
C648	UniRef100_A0A552EC53	1	2	Subgraph_170	1	289.0	UniRef100_A0A841V7F9	296	UniRef100_A0A552EC53	282	usc	648	usc_C648	NA	NA	NA	NA
C628	UniRef100_A0A1Z4S7A2	3	7	Subgraph_40	3	257.0	UniRef100_A0A841VDF3	279	UniRef100_A0A252DMZ4	231	sc	628	sc_C628	NA	NA	NA	NA
C651	UniRef100_A0A831YC72	1	2	Subgraph_172	1	333.5	UniRef100_A0A7C5GUR5	340	UniRef100_A0A831YC72	327	usc	651	usc_C651	IPR008250	P-type ATPase, A domain superfamily	10.13.1.2	E1-E2_ATPase_N
C669	UniRef100_A0A485A0K1	1	2	Subgraph_173	1	488.5	UniRef100_A0A353EVY0	503	UniRef100_A0A485A0K1	474	s	669	s_C669	IPR001757;IPR008250;IPR023214;IPR023299	P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;P-type_ATPase_Cu-like
C654	UniRef100_A0A0M0SSI8	4	5	Subgraph_62	4	436.8	UniRef100_A0A0C2LBB3	448	UniRef100_A0A2N6ME28	429	ubc	654	ubc_C654	NA	NA	NA	NA
C655	UniRef100_R1AS97	0	1	Subgraph_395	0	1052.0	UniRef100_R1AS97	1052	UniRef100_R1AS97	1052	us	655	us_C655	IPR023298;IPR004014;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299;IPR006068	P-type ATPase, transmembrane domain superfamily;Cation-transporting P-type ATPase, N-terminal;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N;Cation-transporting P-type ATPase, C-terminal	5073.1.1.14;10.13.1.2;2006.1.1.42;267.1.1.3	Cation_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;Cation_ATPase
C658	UniRef100_R5Q7W6	4	6	Subgraph_48	4	843.0	UniRef100_A0A6C1PLV8	858	UniRef100_R5Q7W6	827	s	658	s_C658	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C659	UniRef100_A0A2L1GM80	0	1	Subgraph_396	0	268.0	UniRef100_A0A2L1GM80	268	UniRef100_A0A2L1GM80	268	us	659	us_C659	IPR002852	Uncharacterised protein family UPF0251		
C91	UniRef100_A0A2Z5YB78	1	2	Subgraph_127	1	1194.0	UniRef100_A0A7J5WUD7	1213	UniRef100_A0A2Z5YB78	1175	s	91	s_C91	IPR023298;IPR001757;IPR008250;IPR023299;IPR023214	P-type ATPase, transmembrane domain superfamily;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, cytoplasmic domain N;HAD superfamily	10.13.1.2;5073.1.1.14;267.1.1.3	E1-E2_ATPase_N;Cation_ATPase_C;Cation_ATPase
C90	UniRef100_A0A829C9P9	2	3	Subgraph_85	2	170.0	UniRef100_X7ZT71	179	UniRef100_D5P6E0	161	s	90	s_C90	NA	NA	NA	NA
C663	UniRef100_A0A552EVV8	3	4	Subgraph_76	3	376.5	UniRef100_E0UCZ7	388	UniRef100_A0A552EVV8	368	usc	663	usc_C663	IPR024787	EcsC protein		
C740	UniRef100_A0A4R3PQS8	8	10	Subgraph_27	8	203.4	UniRef100_A0A1L5NLU3	213	UniRef100_A0A6N7LMA9	192	s	740	s_C740	NA	NA	NA	NA
C675	UniRef100_W1SB97	13	23	Subgraph_13	13	103.30434782608695	UniRef100_A0A0J6FYF4;UniRef100_A0A0A5I5Q1	109	UniRef100_A0A2V3VV59	93	ubc	675	ubc_C675	NA	NA	NA	NA
C676	UniRef100_U2TEY8	0	1	Subgraph_397	0	499.0	UniRef100_U2TEY8	499	UniRef100_U2TEY8	499	us	676	us_C676	IPR000683;IPR036291	Gfo/Idh/MocA-like oxidoreductase, N-terminal;NAD(P)-binding domain superfamily	298.1.1.27;2003.1.1.414	GFO_IDH_MocA_C;GFO_IDH_MocA
C677	UniRef100_A0A4Y3VV98	0	1	Subgraph_398	0	155.0	UniRef100_A0A4Y3VV98	155	UniRef100_A0A4Y3VV98	155	us	677	us_C677	NA	NA	NA	NA
C678	UniRef100_A0A1G7LTW7	7	13	Subgraph_23	7	175.15384615384616	UniRef100_A0A212L0M4	190	UniRef100_A0A2L1GLS8	148	bc	678	bc_C678	NA	NA	NA	NA
C680	UniRef100_A0A4R9E5P6	1	2	Subgraph_174	1	136.0	UniRef100_A0A7K2W146	138	UniRef100_A0A4R9E5P6	134	usc	680	usc_C680	NA	NA	NA	NA
C682	NZ_CH724158.1_prot_WP_007100847.1_828	2	3	Subgraph_101	2	302.6666666666667	NZ_CH724158.1_prot_WP_007100847.1_828;UniRef100_A3Z4P0	303	NZ_ADXL01000065.1_prot_WP_010309903.1_1141	302	usc	682	usc_C682	NA	NA	NA	NA
C683	UniRef100_A0A1V5BC23	0	1	Subgraph_399	0	711.0	UniRef100_A0A1V5BC23	711	UniRef100_A0A1V5BC23	711	us	683	us_C683	IPR023214;IPR023299	HAD superfamily;P-type ATPase, cytoplasmic domain N		
C684	UniRef100_A0A098TP70	0	1	Subgraph_400	0	333.0	UniRef100_A0A098TP70	333	UniRef100_A0A098TP70	333	us	684	us_C684	IPR024787	EcsC protein		
C685	UniRef100_A0A371IS94	26	64	Subgraph_5	26	128.078125	UniRef100_K0AXW6	161	UniRef100_A0A2V2EK45	121	bc	685	bc_C685	NA	NA	NA	NA
C687	UniRef100_A0ZAK5	5	7	Subgraph_43	5	322.57142857142856	UniRef100_K9X6T4	340	UniRef100_A0A2D0H8L3	295	s	687	s_C687	NA	NA	NA	NA
C689	UniRef100_A0A2G2DR72	0	1	Subgraph_401	0	774.0	UniRef100_A0A2G2DR72	774	UniRef100_A0A2G2DR72	774	us	689	us_C689	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C690	UniRef100_A0A858Q601	0	1	Subgraph_402	0	157.0	UniRef100_A0A858Q601	157	UniRef100_A0A858Q601	157	us	690	us_C690	NA	NA	NA	NA
C694	UniRef100_A0A2G4HJI9	0	1	Subgraph_403	0	821.0	UniRef100_A0A2G4HJI9	821	UniRef100_A0A2G4HJI9	821	us	694	us_C694	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C77	UniRef100_A0A1F8WPG6	2	3	Subgraph_84	2	774.6666666666666	UniRef100_A0A1F8WPG6;UniRef100_A0A6M0ERI2	775	UniRef100_A0A1M3N2M0	774	s	77	s_C77	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C697	UniRef100_A0A1V3XU82	0	1	Subgraph_404	0	574.0	UniRef100_A0A1V3XU82	574	UniRef100_A0A1V3XU82	574	us	697	us_C697	IPR027256;IPR001757;IPR008250;IPR023214;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C699	UniRef100_A0A7G1IS67	0	1	Subgraph_405	0	559.0	UniRef100_A0A7G1IS67	559	UniRef100_A0A7G1IS67	559	us	699	us_C699	NA	NA	NA	NA
C700	MWMJ01000016.1_prot_OUE49294.1_331	0	1	Subgraph_406	0	264.0	MWMJ01000016.1_prot_OUE49294.1_331	264	MWMJ01000016.1_prot_OUE49294.1_331	264	us	700	us_C700	NA	NA	NA	NA
C703	UniRef100_A0A1W2DQF6	0	1	Subgraph_407	0	500.0	UniRef100_A0A1W2DQF6	500	UniRef100_A0A1W2DQF6	500	us	703	us_C703	IPR023214;IPR023299;IPR001757;IPR036412	HAD superfamily;P-type ATPase, cytoplasmic domain N;P-type ATPase;HAD-like superfamily	267.1.1.5;2006.1.1.42	P-type_ATPase_Cu-like;Hydrolase_3_1
C706	UniRef100_A0A1Q4RV65	6	8	Subgraph_35	6	127.75	UniRef100_Q8YVH3	150	UniRef100_A0A351KX87	103	s	706	s_C706	NA	NA	NA	NA
C13	UniRef100_A0A522WLF4	0	1	Subgraph_408	0	232.0	UniRef100_A0A522WLF4	232	UniRef100_A0A522WLF4	232	bc	13	bc_C487_1	NA	NA	NA	NA
C15	UniRef100_A0A1W6CQD9	0	1	Subgraph_409	0	231.0	UniRef100_A0A1W6CQD9	231	UniRef100_A0A1W6CQD9	231	bc	15	bc_C487_2	NA	NA	NA	NA
C16	UniRef100_A0A6J4F4R2	0	1	Subgraph_410	0	228.0	UniRef100_A0A6J4F4R2	228	UniRef100_A0A6J4F4R2	228	bc	16	bc_C487_3	NA	NA	NA	NA
C159	UniRef100_A0A257MWT8	3	4	Subgraph_65	3	245.25	UniRef100_A0A257MWT8	261	UniRef100_A0A351BE08	235	sc	159	sc_C159	IPR036163;IPR006121	Heavy metal-associated domain superfamily;Heavy metal-associated domain, HMA	304.3.1.7;5073.1.2.3	HMA;E1-E2_ATPase_C
C708	UniRef100_A0A1H3JT92	0	1	Subgraph_411	0	159.0	UniRef100_A0A1H3JT92	159	UniRef100_A0A1H3JT92	159	us	708	us_C708	NA	NA	NA	NA
C709	UniRef100_S3JA02	0	1	Subgraph_412	0	240.0	UniRef100_S3JA02	240	UniRef100_S3JA02	240	us	709	us_C709	NA	NA	NA	NA
C713	UniRef100_A0A641W4I1	0	1	Subgraph_413	0	90.0	UniRef100_A0A641W4I1	90	UniRef100_A0A641W4I1	90	us	713	us_C713	NA	NA	NA	NA
C714	UniRef100_A0A450TA31	1	2	Subgraph_131	1	202.0	UniRef100_A0A450TA31	218	UniRef100_A0A450TVK5	186	s	714	s_C714	NA	NA	NA	NA
C716	UniRef100_A0A522WLG6	1	2	Subgraph_155	1	398.5	UniRef100_A0A658BRP5	408	UniRef100_A0A522WLG6	389	usc	716	usc_C716	IPR006121;IPR001757;IPR008250;IPR036163	Heavy metal-associated domain, HMA;P-type ATPase;P-type ATPase, A domain superfamily;Heavy metal-associated domain superfamily	304.3.1.7;5073.1.2.3;10.13.1.2	HMA;E1-E2_ATPase_C;E1-E2_ATPase_N
C719	UniRef100_B2HN91	0	1	Subgraph_414	0	779.0	UniRef100_B2HN91	779	UniRef100_B2HN91	779	us	719	us_C719	IPR027256;IPR001757;IPR008250;IPR023214;IPR044492;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, haloacid dehalogenase domain;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C720	UniRef100_A0A0F5N0P7	0	1	Subgraph_415	0	781.0	UniRef100_A0A0F5N0P7	781	UniRef100_A0A0F5N0P7	781	us	720	us_C720	IPR027256;IPR023298;IPR001757;IPR008250;IPR023214;IPR044492;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase, transmembrane domain superfamily;P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, haloacid dehalogenase domain;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C1	UniRef100_A0A498Q6V9	0	1	Subgraph_416	0	774.0	UniRef100_A0A498Q6V9	774	UniRef100_A0A498Q6V9	774	bc	1	bc_C429_1	IPR027256;IPR001757;IPR008250;IPR023214;IPR044492;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, haloacid dehalogenase domain;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C2	UniRef100_A0A375Z1L1	0	1	Subgraph_417	0	775.0	UniRef100_A0A375Z1L1	775	UniRef100_A0A375Z1L1	775	bc	2	bc_C429_2	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C11	UniRef100_A0A1A3TGW4	0	1	Subgraph_418	0	774.0	UniRef100_A0A1A3TGW4	774	UniRef100_A0A1A3TGW4	774	bc	11	bc_C429_3	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C721	UniRef100_A0A7Y0PU71	0	1	Subgraph_419	0	536.0	UniRef100_A0A7Y0PU71	536	UniRef100_A0A7Y0PU71	536	us	721	us_C721	NA	NA	NA	NA
C722	UniRef100_A0A2W4NME6	0	1	Subgraph_420	0	277.0	UniRef100_A0A2W4NME6	277	UniRef100_A0A2W4NME6	277	us	722	us_C722	NA	NA	NA	NA
C723	UniRef100_X8AEA9	0	1	Subgraph_421	0	1247.0	UniRef100_X8AEA9	1247	UniRef100_X8AEA9	1247	us	723	us_C723	IPR023214;IPR023299;IPR023298;IPR001757;IPR008250	HAD superfamily;P-type ATPase, cytoplasmic domain N;P-type ATPase, transmembrane domain superfamily;P-type ATPase;P-type ATPase, A domain superfamily	2006.1.1.42;267.1.1.3;10.13.1.2;NA	Hydrolase_3_1;Cation_ATPase;E1-E2_ATPase_N;Cation_ATPase_C_1
C724	UniRef100_V5V6W9	1	2	Subgraph_175	1	696.0	UniRef100_V5V6W9;CP006735.1_prot_AHB89148.1_1755	696	UniRef100_V5V6W9;CP006735.1_prot_AHB89148.1_1755	696	usc	724	usc_C724	IPR002716;IPR029060	PIN domain;PIN-like domain superfamily		
C725	UniRef100_A0A351WUV5	9	12	Subgraph_25	9	135.66666666666666	UniRef100_A0A0F2J518	153	UniRef100_E8WS95;UniRef100_A0A6F9WUC5	131	ubc	725	ubc_C725	NA	NA	NA	NA
C729	UniRef100_A0A257N2D6	0	1	Subgraph_422	0	500.0	UniRef100_A0A257N2D6	500	UniRef100_A0A257N2D6	500	us	729	us_C729	IPR036163;IPR001757;IPR008250	Heavy metal-associated domain superfamily;P-type ATPase;P-type ATPase, A domain superfamily	304.3.1.7;5073.1.2.3;10.13.1.2	HMA;E1-E2_ATPase_C;E1-E2_ATPase_N
C730	UniRef100_A0A350XDQ7	1	2	Subgraph_176	1	243.5	UniRef100_A0A351L2M3	247	UniRef100_A0A350XDQ7	240	usc	730	usc_C730	NA	NA	NA	NA
C731	UniRef100_A0A7W0Z4C5	1	2	Subgraph_114	1	94.0	UniRef100_A0A7W0Z4C5	108	UniRef100_A0A402AB82	80	s	731	s_C731	NA	NA	NA	NA
C732	UniRef100_B6WXX1	0	1	Subgraph_423	0	280.0	UniRef100_B6WXX1	280	UniRef100_B6WXX1	280	us	732	us_C732	NA	NA	NA	NA
C735	UniRef100_R7KQ84	0	1	Subgraph_424	0	774.0	UniRef100_R7KQ84	774	UniRef100_R7KQ84	774	us	735	us_C735	IPR027256;IPR001757;IPR008250;IPR023214;IPR044492;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;HAD superfamily;P-type ATPase, haloacid dehalogenase domain;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C736	UniRef100_A0A4V0ND69	0	1	Subgraph_425	0	239.0	UniRef100_A0A4V0ND69	239	UniRef100_A0A4V0ND69	239	us	736	us_C736	NA	NA	NA	NA
C737	UniRef100_Q60BE2	0	1	Subgraph_426	0	165.0	UniRef100_Q60BE2	165	UniRef100_Q60BE2	165	us	737	us_C737	NA	NA	NA	NA
C739	UniRef100_A0A2G6NMV0	0	1	Subgraph_427	0	782.0	UniRef100_A0A2G6NMV0	782	UniRef100_A0A2G6NMV0	782	us	739	us_C739	IPR027256;IPR001757;IPR008250;IPR044492;IPR023214;IPR036412;IPR023299	P-type ATPase, subfamily IB;P-type ATPase;P-type ATPase, A domain superfamily;P-type ATPase, haloacid dehalogenase domain;HAD superfamily;HAD-like superfamily;P-type ATPase, cytoplasmic domain N	5073.1.2.3;10.13.1.2;2006.1.1.42;267.1.1.5	E1-E2_ATPase_C;E1-E2_ATPase_N;Hydrolase_3_1;P-type_ATPase_Cu-like
C741	UniRef100_A0A177Q9J8	1	2	Subgraph_171	1	225.0	UniRef100_A0A177Q9J8;UniRef100_A0A1W1I9M9	225	UniRef100_A0A177Q9J8;UniRef100_A0A1W1I9M9	225	usc	741	usc_C741	NA	NA	NA	NA
C742	UniRef100_B7KGL8	1	2	Subgraph_177	1	298.5	UniRef100_E0U939	311	UniRef100_B7KGL8	286	usc	742	usc_C742	NA	NA	NA	NA
